energy,tempo,danceability,genre,loudness,liveness,valence,artist,time_signature,speechiness,track_popularity,album,name,instrumentalness,mode,key,duration_ms,acousticness,id,popularity,release_year
0.816,99.983,0.697,world,-6.428,0.139,0.497,Danny Palgon,4.0,0.206,11,Hodu,Pischi,0.0,0.0,4.0,186000.0,0.1,2czKgs0WbwcfP3lYnR5Fr5,0,2020
0.503,121.966,0.648,world,-9.513,0.182,0.574,"Ami Eller, Camp Simcha",4.0,0.0384,18,Simcha Strong - Camp Simcha 2019 Boys Song (Camp Simcha Remix),Simcha Strong - Camp Simcha 2019 Boys Song - Camp Simcha Remix,0.0,1.0,8.0,166478.0,0.648,5uNkwDao97neGx8dkmnxZU,0,2019
0.885,122.035,0.59,world,-2.536,0.52,0.427,"A.K.A. Pella, Aryeh Kunstler",4.0,0.043,15,A.K.A. Pella and Friends,Ponies (Turning Around) [feat. Aryeh Kunstler],2.26e-05,1.0,5.0,241373.0,0.00624,0LpLnrQ5GLdye8FUwf86IK,0,2015
0.83,128.172,0.669,world,-5.196,0.374,0.56,Baruch Levine,4.0,0.0386,15,Off the Record,Thank You Hashem,0.0,0.0,4.0,40417.0,0.179,2mWBVk6110qFppvWpAfKEM,0,2020
0.778,95.05,0.687,world,-4.604,0.0771,0.892,Gad Feureisen,4.0,0.0335,26,Anim,Anim,0.0,1.0,0.0,226351.0,0.0897,56oxuU1qxzNubVCSDh0Nnr,0,2019
0.633,144.04,0.578,world,-6.666,0.0996,0.386,Danny Palgon,4.0,0.0424,16,Bsimcha,Bsimcha,0.0,1.0,6.0,182976.0,0.429,28dnHmv3BKVAJBHnY5Wvdg,0,2018
0.852,104.982,0.708,world,-5.729,0.357,0.533,"Reuven Garber ראובן גרבר, DJ Roi Cohen",4.0,0.0795,23,Ayeh! (DJ Roi Cohen Remix),Ayeh! - DJ Roi Cohen Remix,1.04e-06,0.0,4.0,281225.0,0.0438,1IGXfuqwx0O663HD4QIL7H,0,2020
0.715,119.981,0.649,world,-6.411,0.251,0.448,Danny Palgon,4.0,0.0478,13,Eimosai,Eimosai,0.000106,1.0,2.0,190000.0,0.335,4Mz7NQcnSrwEK7zzTxqEDq,0,2021
0.828,103.964,0.643,world,-3.842,0.0414,0.606,"Dovid Pearlman, Ari Goldwag",4.0,0.0495,12,Ashira Lashem,Ashira Lashem,0.0,0.0,6.0,234006.0,0.153,5THdTA2LPJsQS1Y6LXSWml,0,2020
0.886,139.968,0.625,world,-5.794,0.221,0.314,"Dovid Pearlman, C. Neuhaus",4.0,0.0577,21,Miracles,Adon Olam,0.00252,1.0,9.0,289067.0,0.00514,6D1tVdOWcLeV9eP8hz1zxz,0,2015
0.919,130.019,0.612,world,-4.772,0.0989,0.789,Shuky,4.0,0.0367,27,ימים באים,לא נורא,6.53e-06,0.0,11.0,222839.0,0.00372,1YRKdckw52iRbH1ZpbClfy,0,2016
0.83,109.99,0.723,world,-5.359,0.0614,0.613,Yoni Z,4.0,0.0479,23,Power,Power,1.81e-05,1.0,1.0,194880.0,0.0682,2dkM9hQsHK3rokuQlbt565,0,2019
0.722,127.962,0.65,world,-7.52,0.247,0.467,Zevi Kaufman,4.0,0.0526,13,B'yeshiva Sheli,B'yeshiva Sheli,4.5e-05,1.0,0.0,206719.0,0.104,5vRVfp4oCslVq33LWfzEGP,0,2020
0.818,176.078,0.505,world,-5.816,0.169,0.625,Uzi Bodner,4.0,0.0786,15,Hey-Ha,Hey-Ha,1.94e-06,1.0,8.0,237200.0,0.0868,27OIJf9rrHW2S7XlRNNczJ,0,2019
0.855,113.019,0.641,world,-7.098,0.0813,0.737,Uzi Bodner,4.0,0.0571,12,Hey-Ha,Ad Layla,0.000141,0.0,6.0,232853.0,0.0255,32crknJnnsg1ZhakRyj8Td,0,2019
0.736,120.972,0.553,world,-5.379,0.164,0.725,Nachas,4.0,0.112,24,Nodeh Lecha,Nodeh Lecha,0.0,0.0,11.0,202614.0,0.287,7vrhmwjOyy4rNZZ5lNJOLK,0,2021
0.904,109.991,0.659,world,-2.83,0.0615,0.668,Yoni Z,4.0,0.0309,24,Yoni Z,Hallelukah,0.0635,0.0,5.0,241425.0,0.271,0O8BTY6fd6zCtgtGuDMWM5,0,2018
0.606,144.115,0.422,world,-9.662,0.11,0.413,"Moshe Lang, A.Y. Bouzaglou",4.0,0.0412,11,Ein yeush,Ein yeush,1.3e-05,1.0,3.0,214154.0,0.0805,6mP2UJFQ5dcokkFdyAdXjo,0,2021
0.482,79.995,0.759,world,-7.158,0.0915,0.391,BINYAMIN,4.0,0.0433,25,Who Am I,Who Am I,0.0,1.0,10.0,161408.0,0.147,6IuuwydjnCrtGcu0R4IYEQ,0,2021
0.569,80.027,0.542,world,-9.611,0.203,0.445,Aryeh Kunstler,4.0,0.0254,17,Accept,Accept,0.0,1.0,2.0,215812.0,0.201,1eLS6BdFYwmsHeVLLM27st,0,2020
0.402,99.914,0.722,world,-7.393,0.109,0.337,"Yossi Rodal, iZZy D JaY",4.0,0.0453,32,Dry Tears,Dry Tears,0.0,0.0,3.0,167927.0,0.678,4xcyZFIOWgHmdH41yNf3fr,0,2020
0.624,127.903,0.853,world,-4.377,0.129,0.718,"Yossi Rodal, iZZy D JaY, CTeen",4.0,0.0731,36,Proud Jew,Proud Jew,0.0,1.0,4.0,210586.0,0.132,5oWkX9tQ0zpkhW77SYRe1T,0,2021
0.895,99.862,0.641,world,-5.344,0.0783,0.496,"Yossi Rodal, iZZy D JaY",4.0,0.0975,27,Unspoken,Unspoken,6.4e-06,1.0,3.0,180000.0,0.556,5CLlYGsBwlwBWZO0slsiNS,0,2018
0.634,97.043,0.702,world,-4.773,0.47,0.124,Jeryko,4.0,0.0412,23,How to Fly,How to Fly,0.0,1.0,9.0,155258.0,0.146,4hhC9NAZ8h8meousL2jnTz,0,2020
0.549,125.043,0.691,world,-7.176,0.116,0.367,"Eli Skies, Shmuel Zimmer",4.0,0.0289,13,Believe,Believe,7.66e-06,1.0,2.0,184320.0,0.589,24R2LSMaPLaANfhWG9pRaC,0,2019
0.517,74.997,0.545,world,-6.382,0.118,0.151,"Eli Skies, Dovid Gross",4.0,0.0411,11,Elokai,Elokai,0.0,0.0,0.0,204800.0,0.259,0FiHFslrbH8YVSyfsTCmrW,0,2019
0.872,124.943,0.707,world,-5.18,0.158,0.628,"The International Nigun Project, Leo Chelyapov, Yossi Rodel, Shmuel Marcus, iZZy D JaY",4.0,0.0464,28,Nyet Nyet,Nyet Nyet,0.0,1.0,0.0,197949.0,0.0526,6rActB8bpBNDPiSaF8QK78,0,2018
0.804,125.99,0.612,world,-4.868,0.141,0.453,"Hershel, iZZy D JaY",4.0,0.0374,20,Modeh Ani,Modeh Ani,0.0,0.0,3.0,196162.0,0.137,6oC9aJ4uNjFqgibUKu9YVd,0,2020
0.647,111.979,0.455,world,-7.67,0.127,0.171,Reuven Garber ראובן גרבר,4.0,0.0628,16,Ayeh!,Odecha,0.0116,1.0,10.0,186358.0,0.0377,7ceUesom3E6DbxDv0KjvVK,0,2021
0.72,113.015,0.714,world,-6.751,0.0742,0.696,Duvie Shapiro,4.0,0.0315,22,Idan Chadash,Idan Chadash,0.0,1.0,6.0,274488.0,0.0922,42Xxh6RlXeZUNtNfbJ6A3D,0,2020
0.556,105.021,0.732,world,-10.801,0.19,0.22,Danny Palgon,4.0,0.104,13,Never Alone,Never Alone,0.00487,1.0,9.0,232000.0,0.572,4IcaqojAK1Wx8XxPng0wlB,0,2021
0.737,111.97,0.668,world,-7.467,0.573,0.465,"Yossi Newman, Aryeh Barnett",4.0,0.0518,14,K'Echud,K'Echud,0.000239,1.0,0.0,241093.0,0.00296,622sbfVBtTl6QqqNMrD7Pp,0,2021
0.768,159.962,0.724,world,-5.895,0.174,0.734,Nissim Black,4.0,0.133,17,Only One,Only One,0.0,1.0,0.0,136084.0,0.233,19cTeUtINRnEiU4ATB8tL1,0,2021
0.644,128.083,0.666,world,-7.062,0.101,0.45,Nachas,4.0,0.0411,32,Ah-Yay!,Ah-Yay!,0.0,0.0,1.0,223302.0,0.133,3fLDCNVDNufBNSCsrHFxTY,0,2021
0.885,128.021,0.778,world,-5.852,0.0835,0.794,איציק וינגרטן,4.0,0.0475,34,תרקדו,תרקדו,0.0,0.0,5.0,217298.0,0.0827,4PzvQKnOqQYWC2FtLdEvhK,0,2021
0.807,124.723,0.605,world,-6.473,0.42,0.748,"Mordechai Shapiro, Freilach Band",4.0,0.0662,15,Sing It,Sois Tosis,0.0,1.0,10.0,74653.0,0.0885,2vGCD5joOfSP2gQaf2b9x0,0,2021
0.789,105.048,0.637,world,-4.538,0.0852,0.601,Itzik Orlev,4.0,0.0266,28,Festive Collection for the Jewish Holidays,Hashem Echad,0.0,0.0,11.0,237714.0,0.434,3sbTWtpj2FwgBlxooojJfn,0,2016
0.948,110.012,0.636,world,-3.865,0.128,0.74,Itzik Orlev,4.0,0.0361,24,ריקוד מנצח,ריקוד מנצח,3.06e-05,0.0,7.0,198250.0,0.0625,2VE8igGIazSbpdijsEGZba,0,2019
0.743,140.028,0.797,indian,-7.217,0.123,0.586,"Vishal-Shekhar, Sukhwinder Singh, Shadab Faridi, Irshad Kamil",4.0,0.074,42,Sultan - Workout Remix,Sultan - Workout Remix,0.843,1.0,9.0,205714.0,0.00929,6ZJX3FWzXqGruGjqUXPFbg,0,2022
0.854,155.867,0.468,indian,-3.932,0.126,0.277,"Sachet Tandon, Kunaal Vermaa, The Fusion Project",4.0,0.059,66,"Humraah (From ""Malang - Unleash The Madness"")","Humraah (From ""Malang - Unleash The Madness"")",0.0,0.0,11.0,299822.0,0.176,4xmkpE1Si5JL7NFxWrhV0S,0,2020
0.939,100.081,0.622,indian,-5.881,0.0634,0.231,"Santhosh Venky, Ravi Basrur, Swanand Kirkire",4.0,0.0556,50,"Singham Again Title Track (From ""Singham Again"")","Singham Again Title Track (From ""Singham Again"")",0.0901,1.0,1.0,220593.0,0.367,5a72qQj4KnwUTSI5LVAPVE,0,2024
0.867,178.004,0.617,indian,-5.1,0.0559,0.665,"Pritam, Daler Mehndi",4.0,0.139,58,Dangal (Original Motion Picture Soundtrack),Dangal,0.0,0.0,6.0,299326.0,0.237,5Ry67OqwCxKbswCxcPHcg9,0,2016
0.821,170.022,0.557,indian,-7.794,0.0863,0.184,"Sukhwinder Singh, Shreya Ghoshal",4.0,0.0573,48,Sanju,Kar Har Maidaan Fateh,0.0,0.0,1.0,312158.0,0.0189,7gZwhDmzciskHbZemjf931,0,2018
0.821,125.877,0.654,indian,-5.698,0.131,0.602,"Pritam, Sreerama Chandra, Kausar Munir",4.0,0.0415,45,"Sarphira (From ""Chandu Champion"")","Sarphira (From ""Chandu Champion"")",1.67e-05,1.0,0.0,205185.0,0.416,0VeHzFdV0pLBKl99kowvG3,0,2024
0.919,94.993,0.805,indian,-1.294,0.0598,0.494,"Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense",4.0,0.0938,66,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",0.00343,1.0,1.0,188606.0,0.101,5fXslGZPI5Cco6PKHzlSL3,0,2020
0.727,118.034,0.695,indian,-6.274,0.533,0.864,"Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar",4.0,0.0323,65,"Ghungroo (From ""War"")","Ghungroo (From ""War"")",0.000175,0.0,6.0,302935.0,0.0744,0WdbnNKO0Jt4BZACSDQh44,0,2019
0.75,128.051,0.616,indian,-4.629,0.137,0.434,"Arijit Singh, Aditi Singh Sharma",4.0,0.0594,65,Roy,Sooraj Dooba Hain,0.0,1.0,2.0,264854.0,0.172,48pyUxg9RYuwie5M9R7qRn,0,2015
0.858,119.974,0.83,indian,-3.18,0.0567,0.949,"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh",4.0,0.0554,64,Dil Dhadakne Do,Gallan Goodiyaan,1.72e-05,0.0,6.0,296500.0,0.134,7hNYvX0qAKrxtVr1jGDmvR,0,2015
0.867,102.009,0.722,indian,-3.652,0.123,0.893,"Tony Kakkar, Neha Kakkar, Young Desi, Tanishk Bagchi",4.0,0.0904,64,"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",0.0052,0.0,0.0,179225.0,0.121,352wEkChkiClswqwDoM0nj,0,2019
0.839,103.992,0.836,indian,-2.974,0.181,0.507,"Meet Bros Anjjan, Kanika Kapoor",4.0,0.106,63,Ragini Mms 2,Baby Doll,7.25e-06,0.0,4.0,213887.0,0.275,5c3mUtkS8FvumKaVkcpB0H,0,2014
0.738,104.964,0.817,indian,-7.639,0.331,0.616,"Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",4.0,0.0748,64,Pathaan,Jhoome Jo Pathaan,0.0,1.0,7.0,208164.0,0.0964,6FAYpZ4jve8vpvTwUvjK6H,0,2022
0.742,155.986,0.689,indian,-7.571,0.0928,0.876,"Salim–Sulaiman, Salim Merchant, Sunidhi Chauhan, Amitabh Bhattacharya",4.0,0.0413,63,Band Baaja Baaraat,Ainvayi Ainvayi,0.0046,0.0,3.0,267624.0,0.0339,74AqVxZ3oXwJ8olHssBUG3,0,2010
0.605,124.205,0.742,electronic,-9.045,0.131,0.93,Françoise Hardy,4.0,0.0584,41,Le temps des souvenirs,Comment te dire adieu,2.5e-05,0.0,10.0,150387.0,0.305,5tYSTEEJGs5Vno1OchhVis,0,2005
0.547,93.942,0.694,electronic,-8.107,0.296,0.406,"Dele GT, LAVIERY",4.0,0.156,19,Isla Privée,Isla Privée,0.000196,1.0,2.0,192160.0,0.265,56WHJQ0YBal6zZcSojTic0,0,2024
0.797,97.988,0.811,electronic,-5.428,0.112,0.541,Aya Nakamura,4.0,0.165,68,NAKAMURA,Djadja,0.0,1.0,5.0,171133.0,0.0617,7sKDftgGirHWTVFMtJoDoh,0,2018
0.409,170.071,0.714,electronic,-6.476,0.0883,0.497,Dele GT,4.0,0.0787,17,La Bebé (Remix) [French Version],La Bebé (Remix) [French Version],0.0,1.0,0.0,136324.0,0.0821,0KDGlg4LGADUYd9pyI6gVm,0,2024
0.442,115.932,0.703,electronic,-10.383,0.276,0.381,Angèle,4.0,0.0823,63,Brol,Balance ton quoi,2.39e-05,1.0,0.0,189480.0,0.594,2jX5c5RFp0A9E1GDsvGxIa,0,2018
0.586,113.655,0.736,electronic,-8.152,0.163,0.395,Lomepal,4.0,0.197,54,FLIP,Yeux disent,2.21e-05,0.0,5.0,212587.0,0.553,0RsI4r9abN1pSFJro36Hon,0,2017
0.196,114.399,0.581,electronic,-17.281,0.221,0.362,Charles Trenet,4.0,0.0452,50,Disque D'or,Douce France,0.0103,0.0,8.0,192160.0,0.979,6zlMAsPgiG81sZzsYVFwL3,0,1992
0.694,127.997,0.763,electronic,-6.531,0.322,0.557,"Eugenio Esquivel, Dele GT, Los Esquivel, Sebastian Esquivel",4.0,0.034,14,Alucin Versiones,Alucin - Versión Francés,0.0004,1.0,0.0,189844.0,0.00438,7HZ9e2KHkHmohIqV1ZKq4d,0,2024
0.542,105.005,0.692,electronic,-7.9,0.247,0.285,"Angèle, Roméo Elvis",4.0,0.197,59,Brol,Tout oublier,2.75e-06,0.0,11.0,202120.0,0.493,06O3hxudc6V0BOuoCFSy71,0,2018
0.238,98.957,0.543,electronic,-8.738,0.166,0.358,Dele GT,4.0,0.0298,13,Ella Baila Sola (Acustic French version),Ella Baila Sola - Acustic French version,0.0,0.0,5.0,160421.0,0.796,2tAGIijnz8Ng9DQtPaCu3p,0,2024
0.44,107.091,0.668,electronic,-10.607,0.0901,0.127,Angèle,4.0,0.0801,59,Brol,Ta reine,3.98e-06,0.0,9.0,213200.0,0.822,3iXhLi33EpUfcOwasC8un1,0,2018
0.552,105.961,0.636,electronic,-9.972,0.34,0.737,"Adèle Castillon, Videoclub",4.0,0.037,41,Impala,Impala,0.0,0.0,8.0,130720.0,0.624,1azxgcGDD3ht64TIR1pMAU,0,2022
0.52,112.965,0.682,electronic,-9.623,0.265,0.468,Angèle,4.0,0.0589,56,Brol,Flou,5.44e-06,0.0,5.0,196920.0,0.697,3b89BehicGUgc60pLBo092,0,2018
0.411,111.926,0.923,electronic,-11.2,0.108,0.322,HOUDI,4.0,0.114,42,LA FOLIE DES GRANDEURS,CIEL,0.00699,1.0,6.0,173571.0,0.0529,70VFaIxtThfcwcRMmDc3gE,0,2023
0.807,155.397,0.525,electronic,-6.366,0.0504,0.741,Zaz,4.0,0.0725,68,Zaz,Je veux,0.0,0.0,2.0,215933.0,0.251,734dz1YaFITwawPpM25fSt,0,2010
0.786,186.033,0.474,electronic,-6.115,0.311,0.665,"Calogero, Passi",4.0,0.0496,57,Calog3ro,Face à la mer,0.000446,0.0,5.0,223333.0,0.0076,4nz1v2ghmGRo3RTZKxaC3P,0,2004
0.399,177.547,0.406,electronic,-9.863,0.14,0.372,Francis Cabrel,3.0,0.0355,43,L'essentiel / 1977 - 2007,"Je t'aimais, je t'aime, je t'aimerai",6.28e-05,1.0,6.0,276493.0,0.828,6G1Prx5bZTrvYLjHeD5CvK,0,2007
0.513,82.434,0.458,electronic,-10.321,0.106,0.448,"Jewel Usain, Béesau, Hedges",1.0,0.262,37,Où les garçons grandissent,Incapable,0.0767,0.0,5.0,213107.0,0.199,0s5qEmya1vvjRmA8wNb98K,0,2023
0.52,79.043,0.824,electronic,-8.162,0.106,0.255,Jewel Usain,4.0,0.321,32,Où les garçons grandissent,Pastille bleue,0.000202,0.0,2.0,152307.0,0.155,56NCUmnLFHPDjbXWo5hvrd,0,2023
0.48,99.844,0.727,electronic,-8.751,0.108,0.239,Jewel Usain,4.0,0.241,21,Mode Difficile,En plein océan,5.54e-06,1.0,1.0,291170.0,0.0887,0UXWOnwo3DGJH9LhqiP1RT,0,2021
0.679,134.026,0.804,electronic,-6.417,0.203,0.577,Hamza,4.0,0.156,52,1994,1994,0.0,0.0,5.0,206253.0,0.387,0F1UDr3MEQg6CCyzAZW4Yf,0,2017
0.676,95.017,0.752,electronic,-5.233,0.186,0.425,GIMS,4.0,0.0418,65,Subliminal (La face cachée),J'me tire,1.94e-06,0.0,1.0,249867.0,0.00892,4w47YE9rjhmZUdtZjSCb82,0,2013
0.661,107.992,0.808,electronic,-6.237,0.138,0.804,Vegedream,4.0,0.0395,65,Marchand de sable,Ramenez la coupe à la maison,0.0,0.0,0.0,235556.0,0.0358,1m0UFnuTktOkksvjbF9z0m,0,2018
0.622,167.758,0.531,electronic,-7.751,0.118,0.593,"Orelsan, Ibeyi",4.0,0.447,56,La fête est finie,Notes pour trop tard (feat. Ibeyi),0.0,0.0,11.0,454533.0,0.602,3SgnYOV9ONL0bIHaAcOYE1,0,2017
0.66,123.902,0.748,electronic,-6.034,0.0883,0.324,Lomepal,4.0,0.0404,61,Jeannine,Trop beau,5.56e-06,0.0,4.0,244587.0,0.295,4WB9OeauHXnGOMUK4s80gM,0,2018
0.785,125.025,0.747,electronic,-6.735,0.08,0.389,Black M,4.0,0.0413,58,Les yeux plus gros que le monde,Sur ma route,0.0,0.0,7.0,252573.0,0.053,3Uyt0WO3wOopnUBCe9BaXl,0,2014
0.482,100.013,0.631,electronic,-6.761,0.0819,0.677,Sexion d'Assaut,4.0,0.121,62,L'école des points vitaux,Désolé,0.0,0.0,1.0,204453.0,0.428,5NsOnvpjvH9sCz8TyVOmOz,0,2010
0.756,114.986,0.932,electronic,-2.607,0.0232,0.759,Sexion d'Assaut,4.0,0.15,63,L'école des points vitaux,Wati by Night,0.0,1.0,2.0,248853.0,0.15,4g0kyRLFKBYFxDF1vCxj8v,0,2010
0.763,106.977,0.865,electronic,-5.482,0.105,0.683,Sexion d'Assaut,4.0,0.197,58,L'Apogée,Ma direction,0.0,0.0,4.0,263533.0,0.0783,6tFJdAZGXGsHTdMKmc1NjR,0,2012
0.964,177.972,0.787,electronic,-4.816,0.0625,0.594,Booba,4.0,0.39,54,Ouest Side,Pitbull,9.32e-06,0.0,11.0,229707.0,0.289,1efBNlkIwBbccMBXHoJBZN,0,2006
0.654,110.943,0.955,electronic,-5.528,0.0887,0.749,Jul,4.0,0.0809,54,Tchikita,Tchikita,3.19e-06,0.0,4.0,194490.0,0.727,4RlWqAjKp9OcLaY49FtBEZ,0,2016
0.599,129.96,0.758,electronic,-5.99,0.129,0.557,"ZEG P, Hamza, SCH",4.0,0.0877,61,FADE UP,FADE UP,1.13e-06,0.0,4.0,219188.0,0.57,4ZpIuzx91EAPK3VimONbfB,0,2022
0.939,142.948,0.901,electronic,-2.762,0.0643,0.805,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",4.0,0.274,64,Bande organisée,Bande organisée,0.0,1.0,6.0,356347.0,0.117,205HNJ73cgpC0LAOnuQiWT,0,2020
0.464,100.011,0.87,electronic,-7.44,0.094,0.0929,SCH,4.0,0.357,57,A7,Fusil,0.00122,0.0,10.0,252067.0,0.474,1gKcpNIXhmHx2EHI5IPhte,0,2015
0.651,151.926,0.524,electronic,-7.897,0.104,0.335,SCH,4.0,0.348,25,6.45i,6.45i,1.49e-06,0.0,4.0,169733.0,0.602,6eWGypcxIWmAUThXFQkJNy,0,2016
0.673,122.975,0.801,electronic,-5.576,0.0758,0.453,Booba,4.0,0.134,65,Nero nemesis,92i veyron,0.0,0.0,6.0,217893.0,0.27,6Wpgf0xNuBIUpJF2uH7swL,0,2015
0.685,120.971,0.84,electronic,-3.431,0.0594,0.267,Booba,4.0,0.0591,44,Trône,E.L.E.P.H.A.N.T - Bonus Track,6.19e-05,0.0,6.0,179773.0,0.193,6ZEMbp1RZ1iMkQOufEbzNC,0,2017
0.278,82.331,0.371,electronic,-8.596,0.272,0.338,Édith Piaf,4.0,0.0303,58,Edith Piaf - The Best Of,La Vie en rose,0.0,0.0,7.0,187733.0,0.981,3lAun9V0YdTlCSIEXPvfsY,0,2008
0.503,129.76,0.665,electronic,-6.985,0.0793,0.468,Sole Gimenez,4.0,0.0836,35,El cielo de Paris,Je ne veux pas travailler,1.08e-05,1.0,7.0,200707.0,0.701,2iHMlhebiSk5TXx9F6QPKl,0,2012
0.354,119.965,0.7,electronic,-14.043,0.128,0.245,"Videoclub, Adèle Castillon, Mattyeux",4.0,0.0345,58,Amour plastique,Amour plastique,0.00158,0.0,6.0,227027.0,0.765,3vTQ939Tlk6CXYtQgMOFUR,0,2018
0.438,149.897,0.649,electronic,-12.859,0.136,0.932,Manu Chao,4.0,0.0357,62,Clandestino,Je ne t'aime plus,0.759,0.0,9.0,122760.0,0.911,7Deb4scGmEv4fY2CZcVnSb,0,1998
0.373,97.034,0.63,electronic,-10.136,0.115,0.346,"Moussa, Claire Laffut",4.0,0.0652,16,Simple,Simple,1.08e-06,0.0,9.0,86732.0,0.856,1wjXWDEenSycqZNJOF6wa6,0,2020
0.665,127.977,0.719,electronic,-7.248,0.0836,0.656,Panache!,4.0,0.0297,22,Paradis,Paradis,0.0171,1.0,3.0,152027.0,0.419,0oDUYKZnvsuybXfvVkp0d7,0,2020
0.549,140.011,0.65,electronic,-7.231,0.0908,0.13,Smeels,4.0,0.0398,38,Par amour et pour le geste,Bleu ciel,0.0,0.0,11.0,168000.0,0.18,79q4dA8cBcYckt0k8pxX7n,0,2021
0.673,95.925,0.727,electronic,-6.269,0.176,0.397,Slimane,4.0,0.052,55,Chroniques d’un cupidon,La recette,0.0,0.0,7.0,197707.0,0.248,1hlHyt8OJfKU1g8g7rZxxb,0,2022
0.862,119.931,0.582,electronic,-7.211,0.0632,0.562,Ycare,4.0,0.042,35,La Somone,Sors,0.000117,0.0,11.0,187013.0,0.0263,1JurJmRaDLc7buJqK97TDv,0,2014
0.759,86.037,0.694,electronic,-5.231,0.255,0.777,"Orelsan, Stromae",4.0,0.124,57,La fête est finie,La pluie (feat. Stromae),0.0,0.0,2.0,175347.0,0.0756,4cYFep5SECqb4EsSkF82e0,0,2017
0.675,82.183,0.634,electronic,-7.351,0.362,0.633,Orelsan,4.0,0.0926,61,Le chant des sirènes,La terre est ronde,0.000314,0.0,7.0,219866.0,0.099,3IM7zXywZ6sRTtkRjRLxJ8,0,2011
0.617,123.994,0.696,electronic,-6.123,0.14,0.626,M. Pokora,4.0,0.0418,30,Parce que c'est toi,Parce que c'est toi,0.0,1.0,10.0,170899.0,0.269,3NUWfWIcH0V9tSEgjYjnEh,0,2023
0.791,105.074,0.75,electronic,-6.707,0.113,0.593,Lenni Kim,4.0,0.0669,34,Les autres,Don't Stop,0.0,0.0,1.0,224932.0,0.189,1z2TYaojKtxBKRhEQqjdi8,0,2017
0.412,179.783,0.476,electronic,-10.529,0.112,0.209,"Grand Corps Malade, Camille Lellouche",3.0,0.131,57,MESDAMES deluxe,Mais je t'aime,9.04e-06,0.0,9.0,270000.0,0.796,17NQyo1HsqDX7mbzsTWMuX,0,2021
0.616,109.842,0.68,electronic,-8.528,0.127,0.229,"Grand Corps Malade, Louane",4.0,0.107,56,MESDAMES deluxe,Derrière le brouillard,0.0,0.0,6.0,253013.0,0.167,6r6nk82xSKVf9SoJTY1w2p,0,2021
0.868,92.742,0.609,electronic,-4.535,0.0866,0.592,Lunatic,4.0,0.316,47,Mauvais Oeil,Pas l'temps pour les regrets,0.0,1.0,11.0,280973.0,0.286,72B5i2mQecSeyVJhVo1NWb,0,2000
0.58,75.195,0.575,electronic,-6.801,0.0781,0.323,Nekfeu,4.0,0.0668,64,Feu,On verra,0.0,1.0,0.0,211413.0,0.166,57I5KhEpQFC9XBgKt6nklL,0,2015
0.501,90.967,0.772,electronic,-5.887,0.197,0.379,Oxmo Puccino,4.0,0.297,30,Opéra Puccino (Edition Collector),Qui peut le nier ! - Remasterisé,1.16e-05,1.0,0.0,254627.0,0.0106,0JIWgWWupVLm1NB6kjadoB,0,2018
0.392,119.983,0.792,electronic,-8.039,0.0775,0.697,TIF,4.0,0.0711,57,1.6,AMNESIA,0.0,0.0,1.0,156607.0,0.864,1vwIAeJ9fJstyvPIeYi5Yr,0,2023
0.145,99.508,0.677,electronic,-14.238,0.12,0.698,Georges Brassens,4.0,0.0597,31,Brassens chante les poètes,Heureux qui comme Ulysse,0.0,0.0,6.0,135080.0,0.929,1i6Vmga5t8PAdFg0F3t8WJ,0,2016
0.474,123.895,0.73,electronic,-9.537,0.099,0.625,Fréro Delavega,4.0,0.0351,62,Fréro Delavega,Le chant des sirènes,2.85e-05,1.0,7.0,178987.0,0.669,0gSvEcIBXqiYqomjp6hKHj,0,2014
0.636,127.021,0.673,electronic,-7.431,0.108,0.438,"Gazo, Tiakola",4.0,0.0771,62,KMT,FLEURS (feat. Tiakola),0.0,1.0,10.0,210933.0,0.268,0i9RysNKssk6syOrKDX3U2,0,2022
0.667,132.009,0.789,electronic,-7.301,0.163,0.731,"Mister V, Juice",4.0,0.0514,36,Double V,Apollo13,0.0,1.0,9.0,206427.0,0.356,0P8n6AIBVc88gxbliu0lej,0,2017
0.565,177.941,0.755,electronic,-5.595,0.111,0.407,"Aya Nakamura, Myke Towers",4.0,0.273,49,DNK,T'as peur,2.77e-05,0.0,8.0,215284.0,0.113,35XF6veSvhoPdWy89zaeaj,0,2023
0.67,120.76,0.713,electronic,-6.447,0.52,0.457,"Orelsan, Angèle",4.0,0.305,51,Civilisation Edition Ultime,CP_009_ Évidemment,0.0,0.0,9.0,206273.0,0.113,6btgTbK2UslfSu0qjTEXQm,0,2022
0.552,138.032,0.726,electronic,-7.666,0.0714,0.629,Bekar,4.0,0.0537,60,Mirasierra,Magenta,2.74e-06,0.0,1.0,105787.0,0.534,1QrLZmyF1mq9zyMsZbPbNt,0,2022
